Content,EventId,Extracted Template,,Category,Source,Context_Source,Rule_Score,Similarity_Score,Total_Score
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 140 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,,Seen,Hadoop,Similarity-Based,0.433333333,0.929006472,0.681169902
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 280 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,,Seen,Hadoop,Similarity-Based,0.433333333,0.92544485,0.679389092
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 39 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,,Seen,Hadoop,Similarity-Based,0.433333333,0.92762555,0.680479442
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 123 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,,Seen,Hadoop,Similarity-Based,0.433333333,0.92628085,0.679807092
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 250 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,,Seen,Hadoop,Similarity-Based,0.433333333,0.92526563,0.679299482
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 305 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,,Seen,Hadoop,Similarity-Based,0.433333333,0.926996062,0.680164698
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 229 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,,Seen,Hadoop,Similarity-Based,0.433333333,0.928414647,0.68087399
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 234 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,,Seen,Hadoop,Similarity-Based,0.433333333,0.929793041,0.681563187
Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 131 seconds.  Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,,Seen,Hadoop,Similarity-Based,0.433333333,0.922859222,0.678096277
"getResources() for application_1445144423722_0020: ask=0 release= 1 newContainers=0 finishedContainers=1 resourcelimit=<memory:1024, vCores:-26> knownNMs=4",E45,"getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>",,Seen,Hadoop,Similarity-Based,0.433333333,0.877160114,0.655246724
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=1 finishedContainers=0 resourcelimit=<memory:0, vCores:-27> knownNMs=4",E45,"getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>",,Seen,Hadoop,Similarity-Based,0.433333333,0.885027575,0.659180454
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:10240, vCores:-17> knownNMs=4",E45,"getResources() for <application_>\*: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:\*, vCores:\*> knownNMs=<*>",,Seen,Hadoop,Similarity-Based,0.433333333,0.883261337,0.658297335
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=1 finishedContainers=0 resourcelimit=<memory:0, vCores:-27> knownNMs=4",E45,"getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>",,Seen,Hadoop,Similarity-Based,0.433333333,0.885027575,0.659180454
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=1 finishedContainers=0 resourcelimit=<memory:0, vCores:-27> knownNMs=4",E45,"getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>",,Seen,Hadoop,Similarity-Based,0.433333333,0.885027575,0.659180454
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:4096, vCores:-23> knownNMs=4",E45,"getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>",,Seen,Hadoop,Similarity-Based,0.433333333,0.883677226,0.65850528
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:7168, vCores:-20> knownNMs=4",E45,"getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>",,Seen,Hadoop,Similarity-Based,0.433333333,0.885702279,0.659517806
"getResources() for application_1445144423722_0020: ask=5 release= 0 newContainers=0 finishedContainers=1 resourcelimit=<memory:0, vCores:-27> knownNMs=4",E45,"getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>",,Seen,Hadoop,Similarity-Based,0.433333333,0.881972689,0.657653011
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:0, vCores:-27> knownNMs=4",E45,"getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>",,Seen,Hadoop,Similarity-Based,0.433333333,0.884631379,0.658982356
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:0, vCores:-27> knownNMs=4",E45,"getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>",,Seen,Hadoop,Similarity-Based,0.433333333,0.884631379,0.658982356
Got allocated containers 1,E46,Got allocated containers <*>,,Seen,Hadoop,Similarity-Based,0.4,0.719715114,0.559857557
Got allocated containers 1,E46,Got allocated containers <*>,,Seen,Hadoop,Similarity-Based,0.4,0.719715114,0.559857557
Got allocated containers 1,E46,Got allocated containers <*>,,Seen,Hadoop,Similarity-Based,0.4,0.719715114,0.559857557
Got allocated containers 2,E46,Got allocated containers <*>,,Seen,Hadoop,Rule-Based,0.4,0,0.2
Got allocated containers 1,E46,Got allocated containers <*>,,Seen,Hadoop,Similarity-Based,0.4,0.719715114,0.559857557
Got allocated containers 1,E46,Got allocated containers <*>,,Seen,Hadoop,Similarity-Based,0.4,0.719715114,0.559857557
Got allocated containers 1,E46,Got allocated containers <*>,,Seen,Hadoop,Similarity-Based,0.4,0.719715114,0.559857557
Got allocated containers 1,E46,Got allocated containers <*>,,Seen,Hadoop,Similarity-Based,0.4,0.719715114,0.559857557
Got allocated containers 1,E46,Got allocated containers <*>,,Seen,Hadoop,Similarity-Based,0.4,0.719715114,0.559857557
Got allocated containers 2,E46,Got allocated containers <*>,,Seen,Hadoop,Rule-Based,0.4,0,0.2
Http request log for http.requests.mapreduce is not defined,E47,Http request log for <*>.mapreduce is not defined,,Unseen,Hadoop,Rule-Based,0.3,0,0.15
Http request log for http.requests.mapreduce is not defined,E47,Http request log for <*>.mapreduce is not defined,,Unseen,Hadoop,Rule-Based,0.3,0,0.15
Http request log for http.requests.mapreduce is not defined,E47,Http request log for <*>.mapreduce is not defined,,Unseen,Hadoop,Rule-Based,0.3,0,0.15
Http request log for http.requests.mapreduce is not defined,E47,Http request log for <*>.mapreduce is not defined,,Unseen,Hadoop,Rule-Based,0.3,0,0.15
Http request log for http.requests.mapreduce is not defined,E47,Http request log for <*>.mapreduce is not defined,,Unseen,Hadoop,Rule-Based,0.3,0,0.15
Http request log for http.requests.mapreduce is not defined,E47,Http request log for <*>.mapreduce is not defined,,Unseen,Hadoop,Rule-Based,0.3,0,0.15
Http request log for http.requests.mapreduce is not defined,E47,Http request log for <*>.mapreduce is not defined,,Unseen,Hadoop,Rule-Based,0.3,0,0.15
Http request log for http.requests.mapreduce is not defined,E47,Http request log for <*>.mapreduce is not defined,,Unseen,Hadoop,Rule-Based,0.3,0,0.15
Http request log for http.requests.mapreduce is not defined,E47,Http request log for <*>.mapreduce is not defined,,Unseen,Hadoop,Rule-Based,0.3,0,0.15
Http request log for http.requests.mapreduce is not defined,E47,Http request log for <*>.mapreduce is not defined,,Unseen,Hadoop,Rule-Based,0.3,0,0.15
Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,E48,Init_job() Input size for job <*> = <*>. Number of splits = <*>,,Unseen,Hadoop,Rule-Based,0.433333333,0,0.216666667
Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,E48,Init_job() Input size for job <*> = <*>. Number of splits = <*>,,Unseen,Hadoop,Rule-Based,0.433333333,0,0.216666667
Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,E48,Init_job() Input size for job <*> = <*>. Number of splits = <*>,,Unseen,Hadoop,Rule-Based,0.433333333,0,0.216666667
Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,E48,Init_job() Input size for job <*> = <*>. Number of splits = <*>,,Unseen,Hadoop,Rule-Based,0.433333333,0,0.216666667
Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,E48,Init_job() Input size for job <*> = <*>. Number of splits = <*>,,Unseen,Hadoop,Rule-Based,0.433333333,0,0.216666667
Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,E48,Init_job() Input size for job <*> = <*>. Number of splits = <*>,,Unseen,Hadoop,Rule-Based,0.433333333,0,0.216666667
Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,E48,Init_job() Input size for job <*> = <*>. Number of splits = <*>,,Unseen,Hadoop,Rule-Based,0.433333333,0,0.216666667
Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,E48,Init_job() Input size for job <*> = <*>. Number of splits = <*>,,Unseen,Hadoop,Rule-Based,0.433333333,0,0.216666667
Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,E48,Init_job() Input size for job <*> = <*>. Number of splits = <*>,,Unseen,Hadoop,Rule-Based,0.433333333,0,0.216666667
Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,E48,Init_job() Input size for job <*> = <*>. Number of splits = <*>,,Unseen,Hadoop,Rule-Based,0.433333333,0,0.216666667
Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260,E49,Instantiated MRClientService at MININT-<*>.<*>.<*>.<*>/<*>:<*>,,Seen,Hadoop,Similarity-Based,0.7,0.934091387,0.817045694
Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260,E49,Instantiated MRClientService at MININT-<*>.<*>.<*>.<*>/<*>:<*>,,Seen,Hadoop,Similarity-Based,0.7,0.934091387,0.817045694
Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260,E49,Instantiated MRClientService at MININT-<*>.<*>.<*>.<*>/<*>:<*>,,Seen,Hadoop,Similarity-Based,0.7,0.934091387,0.817045694
Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260,E49,Instantiated MRClientService at MININT-<*>.<*>.<*>.<*>/<*>:<*>,,Seen,Hadoop,Similarity-Based,0.7,0.934091387,0.817045694
Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260,E49,Instantiated MRClientService at MININT-<*>.<*>.<*>.<*>/<*>:<*>,,Seen,Hadoop,Similarity-Based,0.7,0.934091387,0.817045694
Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260,E49,Instantiated MRClientService at MININT-<*>.<*>.<*>.<*>/<*>:<*>,,Seen,Hadoop,Similarity-Based,0.7,0.934091387,0.817045694
Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260,E49,Instantiated MRClientService at MININT-<*>.<*>.<*>.<*>/<*>:<*>,,Seen,Hadoop,Similarity-Based,0.7,0.934091387,0.817045694
Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260,E49,Instantiated MRClientService at MININT-<*>.<*>.<*>.<*>/<*>:<*>,,Seen,Hadoop,Similarity-Based,0.7,0.934091387,0.817045694
Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260,E49,Instantiated MRClientService at MININT-<*>.<*>.<*>.<*>/<*>:<*>,,Seen,Hadoop,Similarity-Based,0.7,0.934091387,0.817045694
Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260,E49,Instantiated MRClientService at MININT-<*>.<*>.<*>.<*>/<*>:<*>,,Seen,Hadoop,Similarity-Based,0.7,0.934091387,0.817045694
Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),E5,Added global filter '<*>' (class=<*>),,Unseen,Hadoop,Rule-Based,0.4,0,0.2
Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),E5,Added global filter '<*>' (class=<*>),,Unseen,Hadoop,Rule-Based,0.4,0,0.2
Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),E5,Added global filter '<*>' (class=<*>),,Unseen,Hadoop,Rule-Based,0.4,0,0.2
Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),E5,Added global filter '<*>' (class=<*>),,Unseen,Hadoop,Rule-Based,0.4,0,0.2
Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),E5,Added global filter '<*>' (class=<*>),,Unseen,Hadoop,Rule-Based,0.4,0,0.2
Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),E5,Added global filter '<*>' (class=<*>),,Unseen,Hadoop,Rule-Based,0.4,0,0.2
Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),E5,Added global filter '<*>' (class=<*>),,Unseen,Hadoop,Rule-Based,0.4,0,0.2
Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),E5,Added global filter '<*>' (class=<*>),,Unseen,Hadoop,Rule-Based,0.4,0,0.2
Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),E5,Added global filter '<*>' (class=<*>),,Unseen,Hadoop,Rule-Based,0.4,0,0.2
Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),E5,Added global filter '<*>' (class=<*>),,Unseen,Hadoop,Rule-Based,0.4,0,0.2
IPC Server listener on 62260: starting,E50,IPC Server listener on <*>: starting,,Seen,Hadoop,Similarity-Based,0.3,0.846651577,0.573325789
IPC Server listener on 62270: starting,E50,IPC Server listener on <*>: starting,,Seen,Hadoop,Similarity-Based,0.3,0.834225347,0.567112674
IPC Server listener on 62260: starting,E50,IPC Server listener on <*>: starting,,Seen,Hadoop,Similarity-Based,0.3,0.846651577,0.573325789
IPC Server listener on 62260: starting,E50,IPC Server listener on <*>: starting,,Seen,Hadoop,Similarity-Based,0.3,0.846651577,0.573325789
IPC Server listener on 62260: starting,E50,IPC Server listener on <*>: starting,,Seen,Hadoop,Similarity-Based,0.3,0.846651577,0.573325789
IPC Server listener on 62270: starting,E50,IPC Server listener on <*>: starting,,Seen,Hadoop,Similarity-Based,0.3,0.834225347,0.567112674
IPC Server listener on 62260: starting,E50,IPC Server listener on <*>: starting,,Seen,Hadoop,Similarity-Based,0.3,0.846651577,0.573325789
IPC Server listener on 62260: starting,E50,IPC Server listener on <*>: starting,,Seen,Hadoop,Similarity-Based,0.3,0.846651577,0.573325789
IPC Server listener on 62260: starting,E50,IPC Server listener on <*>: starting,,Seen,Hadoop,Similarity-Based,0.3,0.846651577,0.573325789
IPC Server listener on 62270: starting,E50,IPC Server listener on <*>: starting,,Seen,Hadoop,Similarity-Based,0.3,0.834225347,0.567112674
IPC Server Responder: starting,E51,IPC Server Responder: <*>,,Unseen,Hadoop,Rule-Based,0.3,0,0.15
IPC Server Responder: starting,E51,IPC Server Responder: <*>,,Unseen,Hadoop,Rule-Based,0.3,0,0.15
IPC Server Responder: starting,E51,IPC Server Responder: <*>,,Unseen,Hadoop,Rule-Based,0.3,0,0.15
IPC Server Responder: starting,E51,IPC Server Responder: <*>,,Unseen,Hadoop,Rule-Based,0.3,0,0.15
IPC Server Responder: starting,E51,IPC Server Responder: <*>,,Unseen,Hadoop,Rule-Based,0.3,0,0.15
IPC Server Responder: starting,E51,IPC Server Responder: <*>,,Unseen,Hadoop,Rule-Based,0.3,0,0.15
IPC Server Responder: starting,E51,IPC Server Responder: <*>,,Unseen,Hadoop,Rule-Based,0.3,0,0.15
IPC Server Responder: starting,E51,IPC Server Responder: <*>,,Unseen,Hadoop,Rule-Based,0.3,0,0.15
IPC Server Responder: starting,E51,IPC Server Responder: <*>,,Unseen,Hadoop,Rule-Based,0.3,0,0.15
IPC Server Responder: starting,E51,IPC Server Responder: <*>,,Unseen,Hadoop,Rule-Based,0.3,0,0.15
Jetty bound to port 62267,E52,Jetty bound to port <*>,,Unseen,Hadoop,Rule-Based,0.4,0,0.2
Jetty bound to port 62267,E52,Jetty bound to port <*>,,Unseen,Hadoop,Rule-Based,0.4,0,0.2
Jetty bound to port 62267,E52,Jetty bound to port <*>,,Unseen,Hadoop,Rule-Based,0.4,0,0.2
Jetty bound to port 62267,E52,Jetty bound to port <*>,,Unseen,Hadoop,Rule-Based,0.4,0,0.2
Jetty bound to port 62267,E52,Jetty bound to port <*>,,Unseen,Hadoop,Rule-Based,0.4,0,0.2
Jetty bound to port 62267,E52,Jetty bound to port <*>,,Unseen,Hadoop,Rule-Based,0.4,0,0.2
Jetty bound to port 62267,E52,Jetty bound to port <*>,,Unseen,Hadoop,Rule-Based,0.4,0,0.2
Jetty bound to port 62267,E52,Jetty bound to port <*>,,Unseen,Hadoop,Rule-Based,0.4,0,0.2
Jetty bound to port 62267,E52,Jetty bound to port <*>,,Unseen,Hadoop,Rule-Based,0.4,0,0.2
Jetty bound to port 62267,E52,Jetty bound to port <*>,,Unseen,Hadoop,Rule-Based,0.4,0,0.2
jetty-6.1.26,E53,jetty-<*>,,Seen,Hadoop,Similarity-Based,0.5,0.799871182,0.649935591
jetty-6.1.26,E53,jetty-<*>,,Seen,Hadoop,Similarity-Based,0.5,0.799871182,0.649935591
jetty-6.1.26,E53,jetty-<*>,,Seen,Hadoop,Similarity-Based,0.5,0.799871182,0.649935591
jetty-6.1.26,E53,jetty-<*>,,Seen,Hadoop,Similarity-Based,0.5,0.799871182,0.649935591
jetty-6.1.26,E53,jetty-<*>,,Seen,Hadoop,Similarity-Based,0.5,0.799871182,0.649935591
jetty-6.1.26,E53,jetty-<*>,,Seen,Hadoop,Similarity-Based,0.5,0.799871182,0.649935591
jetty-6.1.26,E53,jetty-<*>,,Seen,Hadoop,Similarity-Based,0.5,0.799871182,0.649935591
jetty-6.1.26,E53,jetty-<*>,,Seen,Hadoop,Similarity-Based,0.5,0.799871182,0.649935591
jetty-6.1.26,E53,jetty-<*>,,Seen,Hadoop,Similarity-Based,0.5,0.799871182,0.649935591
jetty-6.1.26,E53,jetty-<*>,,Seen,Hadoop,Similarity-Based,0.5,0.799871182,0.649935591
job_1445144423722_0020Job Transitioned from INITED to SETUP,E54,Transitioned from <*>\_<*>\_<*>\_<*>\_<*>\_Transitioned from <*>\ to <*>\,,Unseen,Hadoop,Similarity-Based,0.4,0.774963279,0.587481639
job_1445144423722_0020Job Transitioned from INITED to SETUP,E54,Transitioned from <*>\_<*>\_<*>\_<*>\_<*>\_Transitioned from <*>\ to <*>\,,Unseen,Hadoop,Similarity-Based,0.4,0.774963279,0.587481639
job_1445144423722_0020Job Transitioned from INITED to SETUP,E54,Transitioned from <*>\_<*>\_<*>\_<*>\_<*>\_Transitioned from <*>\ to <*>\,,Unseen,Hadoop,Similarity-Based,0.4,0.774963279,0.587481639
job_1445144423722_0020Job Transitioned from INITED to SETUP,E54,Transitioned from <*>\_<*>\_<*>\_<*>\_<*>\_Transitioned from <*>\ to <*>\,,Unseen,Hadoop,Similarity-Based,0.4,0.774963279,0.587481639
job_1445144423722_0020Job Transitioned from INITED to SETUP,E54,Transitioned from <*>\_<*>\_<*>\_<*>\_<*>\_Transitioned from <*>\ to <*>\,,Unseen,Hadoop,Similarity-Based,0.4,0.774963279,0.587481639
job_1445144423722_0020Job Transitioned from INITED to SETUP,E54,Transitioned from <*>\_<*>\_<*>\_<*>\_<*>\_Transitioned from <*>\ to <*>\,,Unseen,Hadoop,Similarity-Based,0.4,0.774963279,0.587481639
job_1445144423722_0020Job Transitioned from INITED to SETUP,E54,Transitioned from <*>\_<*>\_<*>\_<*>\_<*>\_Transitioned from <*>\ to <*>\,,Unseen,Hadoop,Similarity-Based,0.4,0.774963279,0.587481639
job_1445144423722_0020Job Transitioned from INITED to SETUP,E54,Transitioned from <*>\_<*>\_<*>\_<*>\_<*>\_Transitioned from <*>\ to <*>\,,Unseen,Hadoop,Similarity-Based,0.4,0.774963279,0.587481639
job_1445144423722_0020Job Transitioned from INITED to SETUP,E54,Transitioned from <*>\_<*>\_<*>\_<*>\_<*>\_Transitioned from <*>\ to <*>\,,Unseen,Hadoop,Similarity-Based,0.4,0.774963279,0.587481639
job_1445144423722_0020Job Transitioned from INITED to SETUP,E54,Transitioned from <*>\_<*>\_<*>\_<*>\_<*>\_Transitioned from <*>\ to <*>\,,Unseen,Hadoop,Similarity-Based,0.4,0.774963279,0.587481639
job_1445144423722_0020Job Transitioned from NEW to INITED,E55,<*job*> Transitioned from NEW to INITED,,Seen,Hadoop,Similarity-Based,0.4,0.846947102,0.623473551
job_1445144423722_0020Job Transitioned from NEW to INITED,E55,<*job*> Transitioned from NEW to INITED,,Seen,Hadoop,Similarity-Based,0.4,0.846947102,0.623473551
job_1445144423722_0020Job Transitioned from NEW to INITED,E55,<*job*> Transitioned from NEW to INITED,,Seen,Hadoop,Similarity-Based,0.4,0.846947102,0.623473551
job_1445144423722_0020Job Transitioned from NEW to INITED,E55,<*job*> Transitioned from NEW to INITED,,Seen,Hadoop,Similarity-Based,0.4,0.846947102,0.623473551
job_1445144423722_0020Job Transitioned from NEW to INITED,E55,<*job*> Transitioned from NEW to INITED,,Seen,Hadoop,Similarity-Based,0.4,0.846947102,0.623473551
job_1445144423722_0020Job Transitioned from NEW to INITED,E55,<*job*> Transitioned from NEW to INITED,,Seen,Hadoop,Similarity-Based,0.4,0.846947102,0.623473551
job_1445144423722_0020Job Transitioned from NEW to INITED,E55,<*job*> Transitioned from NEW to INITED,,Seen,Hadoop,Similarity-Based,0.4,0.846947102,0.623473551
job_1445144423722_0020Job Transitioned from NEW to INITED,E55,<*job*> Transitioned from NEW to INITED,,Seen,Hadoop,Similarity-Based,0.4,0.846947102,0.623473551
job_1445144423722_0020Job Transitioned from NEW to INITED,E55,<*job*> Transitioned from NEW to INITED,,Seen,Hadoop,Similarity-Based,0.4,0.846947102,0.623473551
job_1445144423722_0020Job Transitioned from NEW to INITED,E55,<*job*> Transitioned from NEW to INITED,,Seen,Hadoop,Similarity-Based,0.4,0.846947102,0.623473551
job_1445144423722_0020Job Transitioned from SETUP to RUNNING,E56,<*job_ID*> Job Transitioned from SETUP to RUNNING,,Unseen,Hadoop,Similarity-Based,0.4,0.70050539,0.550252695
job_1445144423722_0020Job Transitioned from SETUP to RUNNING,E56,<*job_ID*> Job Transitioned from SETUP to RUNNING,,Unseen,Hadoop,Similarity-Based,0.4,0.70050539,0.550252695
job_1445144423722_0020Job Transitioned from SETUP to RUNNING,E56,<*job_ID*> Job Transitioned from SETUP to RUNNING,,Unseen,Hadoop,Similarity-Based,0.4,0.70050539,0.550252695
job_1445144423722_0020Job Transitioned from SETUP to RUNNING,E56,<*job_ID*> Job Transitioned from SETUP to RUNNING,,Unseen,Hadoop,Similarity-Based,0.4,0.70050539,0.550252695
job_1445144423722_0020Job Transitioned from SETUP to RUNNING,E56,<*job_ID*> Job Transitioned from SETUP to RUNNING,,Unseen,Hadoop,Similarity-Based,0.4,0.70050539,0.550252695
job_1445144423722_0020Job Transitioned from SETUP to RUNNING,E56,<*job_ID*> Job Transitioned from SETUP to RUNNING,,Unseen,Hadoop,Similarity-Based,0.4,0.70050539,0.550252695
job_1445144423722_0020Job Transitioned from SETUP to RUNNING,E56,<*job_ID*> Job Transitioned from SETUP to RUNNING,,Unseen,Hadoop,Similarity-Based,0.4,0.70050539,0.550252695
job_1445144423722_0020Job Transitioned from SETUP to RUNNING,E56,<*job_ID*> Job Transitioned from SETUP to RUNNING,,Unseen,Hadoop,Similarity-Based,0.4,0.70050539,0.550252695
job_1445144423722_0020Job Transitioned from SETUP to RUNNING,E56,<*job_ID*> Job Transitioned from SETUP to RUNNING,,Unseen,Hadoop,Similarity-Based,0.4,0.70050539,0.550252695
job_1445144423722_0020Job Transitioned from SETUP to RUNNING,E56,<*job_ID*> Job Transitioned from SETUP to RUNNING,,Unseen,Hadoop,Similarity-Based,0.4,0.70050539,0.550252695
JOB_CREATE job_1445144423722_0020,E57,JOB_CREATE <*>,,Seen,Hadoop,Similarity-Based,0.4,0.760202467,0.580101234
JOB_CREATE job_1445144423722_0020,E57,JOB_CREATE <*>,,Seen,Hadoop,Similarity-Based,0.4,0.760202467,0.580101234
JOB_CREATE job_1445144423722_0020,E57,JOB_CREATE <*>,,Seen,Hadoop,Similarity-Based,0.4,0.760202467,0.580101234
JOB_CREATE job_1445144423722_0020,E57,JOB_CREATE <*>,,Seen,Hadoop,Similarity-Based,0.4,0.760202467,0.580101234
JOB_CREATE job_1445144423722_0020,E57,JOB_CREATE <*>,,Seen,Hadoop,Similarity-Based,0.4,0.760202467,0.580101234
JOB_CREATE job_1445144423722_0020,E57,JOB_CREATE <*>,,Seen,Hadoop,Similarity-Based,0.4,0.760202467,0.580101234
JOB_CREATE job_1445144423722_0020,E57,JOB_CREATE <*>,,Seen,Hadoop,Similarity-Based,0.4,0.760202467,0.580101234
JOB_CREATE job_1445144423722_0020,E57,JOB_CREATE <*>,,Seen,Hadoop,Similarity-Based,0.4,0.760202467,0.580101234
JOB_CREATE job_1445144423722_0020,E57,JOB_CREATE <*>,,Seen,Hadoop,Similarity-Based,0.4,0.760202467,0.580101234
JOB_CREATE job_1445144423722_0020,E57,JOB_CREATE <*>,,Seen,Hadoop,Similarity-Based,0.4,0.760202467,0.580101234
JVM with ID : jvm_1445144423722_0020_m_000008 asked for a task,E58,JVM with ID: <*> asked for a task,,Unseen,Hadoop,Similarity-Based,0.4,0.757371229,0.578685614
JVM with ID : jvm_1445144423722_0020_m_000005 asked for a task,E58,JVM with ID: <*> asked for a task,,Unseen,Hadoop,Similarity-Based,0.4,0.757187432,0.578593716
JVM with ID : jvm_1445144423722_0020_m_000009 asked for a task,E58,JVM with ID: <*> asked for a task,,Unseen,Hadoop,Similarity-Based,0.4,0.758089617,0.579044808
JVM with ID : jvm_1445144423722_0020_m_000007 asked for a task,E58,JVM with ID: <*> asked for a task,,Unseen,Hadoop,Similarity-Based,0.4,0.756093289,0.578046644
JVM with ID : jvm_1445144423722_0020_m_000008 asked for a task,E58,JVM with ID: <*> asked for a task,,Unseen,Hadoop,Similarity-Based,0.4,0.757371229,0.578685614
JVM with ID : jvm_1445144423722_0020_m_000011 asked for a task,E58,JVM with ID: <*> asked for a task,,Unseen,Hadoop,Similarity-Based,0.4,0.758677321,0.579338661
JVM with ID : jvm_1445144423722_0020_m_000004 asked for a task,E58,JVM with ID: <*> asked for a task,,Unseen,Hadoop,Similarity-Based,0.4,0.761242052,0.580621026
