Log,Extracted Template,Source,Context_Source,Rule_Score,Similarity_Score
"ChromeExistion main strSendMsg = {""websitekey"":false,""commandkey"":true,""browserkey"":true}","ChromeExistion main strSendMsg = {""<*>"":false,""<*>"":true,""<*>"":true}",Mac,Rule-Based,0.3,0
"ChromeExistion main strSendMsg = {""websitekey"":false,""commandkey"":true,""browserkey"":true}","ChromeExistion main strSendMsg = {""<*>"":false,""<*>"":true,""<*>"":true}",Mac,Rule-Based,0.3,0
"ChromeExistion main strSendMsg = {""websitekey"":false,""commandkey"":true,""browserkey"":true}","ChromeExistion main strSendMsg = {""<*>"":false,""<*>"":true,""<*>"":true}",Mac,Rule-Based,0.3,0
Cocoa scripting error for '0x00e80002': four character codes must be four characters long.,Cocoa scripting error for '<*>' '0x<*>',Mac,Rule-Based,0.45,0
Cocoa scripting error for '0x00660011': four character codes must be four characters long.,Cocoa scripting error for '<*>': '<*>' must be '<*>' long.,Mac,Rule-Based,0.45,0
Cocoa scripting error for '0x024a00b2': four character codes must be four characters long.,Cocoa scripting error for '<*>': '<*>' must be '<*>' long.,Mac,Rule-Based,0.45,0
Cocoa scripting error for '0x0360001f': four character codes must be four characters long.,Cocoa scripting error for '<*>': four character codes must be '<*>'\<*>\ long.,Mac,Rule-Based,0.45,0
Cocoa scripting error for '0x02740004': four character codes must be four characters long.,Cocoa scripting error for '<*>': '<*>' must be '<*>' long.,Mac,Rule-Based,0.45,0
Cocoa scripting error for '0x00bc0007': four character codes must be four characters long.,Cocoa scripting error for '<*>' '0x<*>',Mac,Rule-Based,0.45,0
Cocoa scripting error for '0x006a00a6': four character codes must be four characters long.,Cocoa scripting error for '<*>' '0x<*>',Mac,Rule-Based,0.45,0
Cocoa scripting error for '0x008bdeb0': four character codes must be four characters long.,Cocoa scripting error for '<*>': '<*>' must be '<*>' long.,Mac,Rule-Based,0.45,0
Cocoa scripting error for '0x02470045': four character codes must be four characters long.,Cocoa scripting error for '<*>': '<*>' must be '<*>' long.,Mac,Rule-Based,0.45,0
Cocoa scripting error for '0x006a00b2': four character codes must be four characters long.,Cocoa scripting error for '<*>': '<*>' must be '<*>' long.,Mac,Rule-Based,0.45,0
"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 215 seconds.  Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler\_evaluate\_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Mac,Rule-Based,0.4,0
"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1002 seconds.  Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler\_evaluate\_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Mac,Rule-Based,0.4,0
"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1737 seconds.  Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler\_evaluate\_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Mac,Rule-Based,0.4,0
"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1077 seconds.  Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler\_evaluate\_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Mac,Rule-Based,0.4,0
"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 42431 seconds.  Ignoring.","com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Mac,Rule-Based,0.4,0
"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 49 seconds.  Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Mac,Rule-Based,0.4,0
"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 139057 seconds.  Ignoring.","com.apple.icloud.fmfd.heartbeat: scheduler\_evaluate\_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Mac,Rule-Based,0.4,0
"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 8500 seconds.  Ignoring.","com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Mac,Rule-Based,0.4,0
"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 442301 seconds.  Ignoring.","com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Mac,Rule-Based,0.4,0
"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1843 seconds.  Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler\_evaluate\_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Mac,Rule-Based,0.4,0
[11:51:29.334] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,[<*>] itemasync\_SetProperty signalled err=<*> (kFigBaseObjectError\_Invalidated) (invalidated) at <*> line <*>,Mac,Rule-Based,0.525,0
[12:22:42.202] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,[<*>\] itemasync\_SetProperty signalled err=<*>\ (kFigBaseObjectError\_Invalidated) (invalidated) at <*> line <*>,Mac,Rule-Based,0.525,0
[11:50:13.362] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,[<*>] itemasync\_SetProperty signalled err=<*> (kFigBaseObjectError\_Invalidated) (invalidated) at <*> line <*>,Mac,Rule-Based,0.525,0
[12:22:42.202] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,[<*>\] itemasync\_SetProperty signalled err=<*>\ (kFigBaseObjectError\_Invalidated) (invalidated) at <*> line <*>,Mac,Rule-Based,0.525,0
[12:22:42.202] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,[<*>\] itemasync\_SetProperty signalled err=<*>\ (kFigBaseObjectError\_Invalidated) (invalidated) at <*> line <*>,Mac,Rule-Based,0.525,0
[11:50:02.531] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,[<*>] itemasync\_SetProperty signalled err=<*> (kFigBaseObjectError\_Invalidated) (invalidated) at <*> line <*>,Mac,Rule-Based,0.525,0
[11:50:13.362] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,[<*>] itemasync\_SetProperty signalled err=<*> (kFigBaseObjectError\_Invalidated) (invalidated) at <*> line <*>,Mac,Rule-Based,0.525,0
[11:50:13.362] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,[<*>] itemasync\_SetProperty signalled err=<*> (kFigBaseObjectError\_Invalidated) (invalidated) at <*> line <*>,Mac,Rule-Based,0.525,0
[11:50:13.362] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,[<*>] itemasync\_SetProperty signalled err=<*> (kFigBaseObjectError\_Invalidated) (invalidated) at <*> line <*>,Mac,Rule-Based,0.525,0
[12:22:42.202] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,[<*>\] itemasync\_SetProperty signalled err=<*>\ (kFigBaseObjectError\_Invalidated) (invalidated) at <*> line <*>,Mac,Rule-Based,0.525,0
"Configuration Notice: ASL Module ""com.apple.performance"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.","Configuration Notice: <*> Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",Mac,Rule-Based,0.3,0
"Configuration Notice: ASL Module ""com.apple.corecdp.osx.asl"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",Configuration Notice: <*> claims selected messages. Those messages may not appear in standard system log files or in the ASL database.,Mac,Rule-Based,0.3,0
"Configuration Notice: ASL Module ""com.apple.performance"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.","Configuration Notice: <*> Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",Mac,Rule-Based,0.3,0
"Configuration Notice: ASL Module ""com.apple.performance"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.","Configuration Notice: <*> Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",Mac,Rule-Based,0.3,0
"Configuration Notice: ASL Module ""com.apple.performance"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.","Configuration Notice: <*> Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",Mac,Rule-Based,0.3,0
"Configuration Notice: ASL Module ""com.apple.corecdp.osx.asl"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",Configuration Notice: <*> claims selected messages. Those messages may not appear in standard system log files or in the ASL database.,Mac,Rule-Based,0.3,0
"Configuration Notice: ASL Module ""com.apple.performance"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.","Configuration Notice: <*> Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",Mac,Rule-Based,0.3,0
"Configuration Notice: ASL Module ""com.apple.performance"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.","Configuration Notice: <*> Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",Mac,Rule-Based,0.3,0
"Configuration Notice: ASL Module ""com.apple.performance"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.","Configuration Notice: <*> Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",Mac,Rule-Based,0.3,0
"Configuration Notice: ASL Module ""com.apple.corecdp.osx.asl"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",Configuration Notice: <*> claims selected messages. Those messages may not appear in standard system log files or in the ASL database.,Mac,Rule-Based,0.3,0
"Configuration Notice: ASL Module ""com.apple.authkit.osx.asl"" sharing output destination ""/var/log/Accounts"" with ASL Module ""com.apple.Accounts"". Output parameters from ASL Module ""com.apple.Accounts"" override any specified in ASL Module ""com.apple.authkit.osx.asl"".","Configuration Notice: ASL Module ""<*> sharing output destination ""<*> with ASL Module ""<*>"". Output parameters from ASL Module ""<*> override any specified in ASL Module ""<*>"".",Mac,Rule-Based,0.5,0
"Configuration Notice: ASL Module ""com.apple.authkit.osx.asl"" sharing output destination ""/var/log/Accounts"" with ASL Module ""com.apple.Accounts"". Output parameters from ASL Module ""com.apple.Accounts"" override any specified in ASL Module ""com.apple.authkit.osx.asl"".","Configuration Notice: ASL Module ""<*> sharing output destination ""<*> with ASL Module ""<*>"". Output parameters from ASL Module ""<*> override any specified in ASL Module ""<*>"".",Mac,Rule-Based,0.5,0
"Configuration Notice: ASL Module ""com.apple.authkit.osx.asl"" sharing output destination ""/var/log/Accounts"" with ASL Module ""com.apple.Accounts"". Output parameters from ASL Module ""com.apple.Accounts"" override any specified in ASL Module ""com.apple.authkit.osx.asl"".","Configuration Notice: ASL Module ""<*> sharing output destination ""<*> with ASL Module ""<*>"". Output parameters from ASL Module ""<*> override any specified in ASL Module ""<*>"".",Mac,Rule-Based,0.5,0
"Configuration Notice: ASL Module ""com.apple.authkit.osx.asl"" sharing output destination ""/var/log/Accounts"" with ASL Module ""com.apple.Accounts"". Output parameters from ASL Module ""com.apple.Accounts"" override any specified in ASL Module ""com.apple.authkit.osx.asl"".","Configuration Notice: ASL Module ""<*> sharing output destination ""<*> with ASL Module ""<*>"". Output parameters from ASL Module ""<*> override any specified in ASL Module ""<*>"".",Mac,Rule-Based,0.5,0
"Configuration Notice: ASL Module ""com.apple.authkit.osx.asl"" sharing output destination ""/var/log/Accounts"" with ASL Module ""com.apple.Accounts"". Output parameters from ASL Module ""com.apple.Accounts"" override any specified in ASL Module ""com.apple.authkit.osx.asl"".","Configuration Notice: ASL Module ""<*> sharing output destination ""<*> with ASL Module ""<*>"". Output parameters from ASL Module ""<*> override any specified in ASL Module ""<*>"".",Mac,Rule-Based,0.5,0
"Configuration Notice: ASL Module ""com.apple.authkit.osx.asl"" sharing output destination ""/var/log/Accounts"" with ASL Module ""com.apple.Accounts"". Output parameters from ASL Module ""com.apple.Accounts"" override any specified in ASL Module ""com.apple.authkit.osx.asl"".","Configuration Notice: ASL Module ""<*> sharing output destination ""<*> with ASL Module ""<*>"". Output parameters from ASL Module ""<*> override any specified in ASL Module ""<*>"".",Mac,Rule-Based,0.5,0
"Configuration Notice: ASL Module ""com.apple.authkit.osx.asl"" sharing output destination ""/var/log/Accounts"" with ASL Module ""com.apple.Accounts"". Output parameters from ASL Module ""com.apple.Accounts"" override any specified in ASL Module ""com.apple.authkit.osx.asl"".","Configuration Notice: ASL Module ""<*> sharing output destination ""<*> with ASL Module ""<*>"". Output parameters from ASL Module ""<*> override any specified in ASL Module ""<*>"".",Mac,Rule-Based,0.5,0
"Configuration Notice: ASL Module ""com.apple.authkit.osx.asl"" sharing output destination ""/var/log/Accounts"" with ASL Module ""com.apple.Accounts"". Output parameters from ASL Module ""com.apple.Accounts"" override any specified in ASL Module ""com.apple.authkit.osx.asl"".","Configuration Notice: ASL Module ""<*> sharing output destination ""<*> with ASL Module ""<*>"". Output parameters from ASL Module ""<*> override any specified in ASL Module ""<*>"".",Mac,Rule-Based,0.5,0
"Configuration Notice: ASL Module ""com.apple.authkit.osx.asl"" sharing output destination ""/var/log/Accounts"" with ASL Module ""com.apple.Accounts"". Output parameters from ASL Module ""com.apple.Accounts"" override any specified in ASL Module ""com.apple.authkit.osx.asl"".","Configuration Notice: ASL Module ""<*> sharing output destination ""<*> with ASL Module ""<*>"". Output parameters from ASL Module ""<*> override any specified in ASL Module ""<*>"".",Mac,Rule-Based,0.5,0
"Configuration Notice: ASL Module ""com.apple.authkit.osx.asl"" sharing output destination ""/var/log/Accounts"" with ASL Module ""com.apple.Accounts"". Output parameters from ASL Module ""com.apple.Accounts"" override any specified in ASL Module ""com.apple.authkit.osx.asl"".","Configuration Notice: ASL Module ""<*> sharing output destination ""<*> with ASL Module ""<*>"". Output parameters from ASL Module ""<*> override any specified in ASL Module ""<*>"".",Mac,Rule-Based,0.5,0
CoreAnimation: timed out fence 5fe83,CoreAnimation: timed out fence <*>,Mac,Rule-Based,0.4,0
CoreAnimation: timed out fence 5fe83,CoreAnimation: timed out fence <*>,Mac,Rule-Based,0.4,0
CoreAnimation: timed out fence 5fe83,CoreAnimation: timed out fence <*>,Mac,Rule-Based,0.4,0
CoreAnimation: timed out fence 5fe83,CoreAnimation: timed out fence <*>,Mac,Rule-Based,0.4,0
CoreAnimation: timed out fence 5fe83,CoreAnimation: timed out fence <*>,Mac,Rule-Based,0.4,0
CoreAnimation: timed out fence 5fe83,CoreAnimation: timed out fence <*>,Mac,Rule-Based,0.4,0
CoreAnimation: timed out fence 5fe83,CoreAnimation: timed out fence <*>,Mac,Rule-Based,0.4,0
CoreAnimation: timed out fence 5fe83,CoreAnimation: timed out fence <*>,Mac,Rule-Based,0.4,0
CoreAnimation: timed out fence 5fe83,CoreAnimation: timed out fence <*>,Mac,Rule-Based,0.4,0
CoreAnimation: timed out fence 5fe83,CoreAnimation: timed out fence <*>,Mac,Rule-Based,0.4,0
"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=1 in environment to log backtraces.","CoreAnimation: warning, deleted thread <*> with uncommitted CATransaction; set CA\_DEBUG\_TRANSACTIONS=1 in environment to log backtraces.",Mac,Rule-Based,0.4,0
"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=1 in environment to log backtraces.","CoreAnimation: warning, deleted thread <*> with uncommitted CATransaction; set CA\_DEBUG\_TRANSACTIONS=1 in environment to log backtraces.",Mac,Rule-Based,0.4,0
"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=1 in environment to log backtraces.","CoreAnimation: warning, deleted thread <*> with uncommitted CATransaction; set CA\_DEBUG\_TRANSACTIONS=1 in environment to log backtraces.",Mac,Rule-Based,0.4,0
"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=1 in environment to log backtraces.","CoreAnimation: warning, deleted thread <*> with uncommitted CATransaction; set CA\_DEBUG\_TRANSACTIONS=1 in environment to log backtraces.",Mac,Rule-Based,0.4,0
"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=1 in environment to log backtraces.","CoreAnimation: warning, deleted thread <*> with uncommitted CATransaction; set CA\_DEBUG\_TRANSACTIONS=1 in environment to log backtraces.",Mac,Rule-Based,0.4,0
"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=1 in environment to log backtraces.","CoreAnimation: warning, deleted thread <*> with uncommitted CATransaction; set CA\_DEBUG\_TRANSACTIONS=1 in environment to log backtraces.",Mac,Rule-Based,0.4,0
"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=1 in environment to log backtraces.","CoreAnimation: warning, deleted thread <*> with uncommitted CATransaction; set CA\_DEBUG\_TRANSACTIONS=1 in environment to log backtraces.",Mac,Rule-Based,0.4,0
"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=1 in environment to log backtraces.","CoreAnimation: warning, deleted thread <*> with uncommitted CATransaction; set CA\_DEBUG\_TRANSACTIONS=1 in environment to log backtraces.",Mac,Rule-Based,0.4,0
"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=1 in environment to log backtraces.","CoreAnimation: warning, deleted thread <*> with uncommitted CATransaction; set CA\_DEBUG\_TRANSACTIONS=1 in environment to log backtraces.",Mac,Rule-Based,0.4,0
"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=1 in environment to log backtraces.","CoreAnimation: warning, deleted thread <*> with uncommitted CATransaction; set CA\_DEBUG\_TRANSACTIONS=1 in environment to log backtraces.",Mac,Rule-Based,0.4,0
could discard act 242131 inact 107014 purgeable 254830 spec 128285 cleaned 0,discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,Mac,Rule-Based,0.4,0
could discard act 74490 inact 9782 purgeable 34145 spec 56242 cleaned 0,discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,Mac,Rule-Based,0.4,0
could discard act 242131 inact 107014 purgeable 254830 spec 128285 cleaned 0,discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,Mac,Rule-Based,0.4,0
could discard act 242131 inact 107014 purgeable 254830 spec 128285 cleaned 0,discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,Mac,Rule-Based,0.4,0
could discard act 242131 inact 107014 purgeable 254830 spec 128285 cleaned 0,discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,Mac,Rule-Based,0.4,0
could discard act 74490 inact 9782 purgeable 34145 spec 56242 cleaned 0,discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,Mac,Rule-Based,0.4,0
could discard act 242131 inact 107014 purgeable 254830 spec 128285 cleaned 0,discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,Mac,Rule-Based,0.4,0
could discard act 242131 inact 107014 purgeable 254830 spec 128285 cleaned 0,discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,Mac,Rule-Based,0.4,0
could discard act 242131 inact 107014 purgeable 254830 spec 128285 cleaned 0,discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,Mac,Rule-Based,0.4,0
could discard act 74490 inact 9782 purgeable 34145 spec 56242 cleaned 0,discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,Mac,Rule-Based,0.4,0
Could not get event name for stream/token: com.apple.xpc.activity/4505: 132: Request for stale data,Could not get event name for stream/token: <*>: <*>,Mac,Rule-Based,0.5,0
Could not get event name for stream/token: com.apple.xpc.activity/4505: 132: Request for stale data,Could not get event name for stream/token: <*>: <*>,Mac,Rule-Based,0.5,0
Could not get event name for stream/token: com.apple.xpc.activity/4505: 132: Request for stale data,Could not get event name for stream/token: <*>: <*>,Mac,Rule-Based,0.5,0
Could not get event name for stream/token: com.apple.xpc.activity/4505: 132: Request for stale data,Could not get event name for stream/token: <*>: <*>,Mac,Rule-Based,0.5,0
Could not get event name for stream/token: com.apple.xpc.activity/4505: 132: Request for stale data,Could not get event name for stream/token: <*>: <*>,Mac,Rule-Based,0.5,0
Could not get event name for stream/token: com.apple.xpc.activity/4505: 132: Request for stale data,Could not get event name for stream/token: <*>: <*>,Mac,Rule-Based,0.5,0
Could not get event name for stream/token: com.apple.xpc.activity/4505: 132: Request for stale data,Could not get event name for stream/token: <*>: <*>,Mac,Rule-Based,0.5,0
Could not get event name for stream/token: com.apple.xpc.activity/4505: 132: Request for stale data,Could not get event name for stream/token: <*>: <*>,Mac,Rule-Based,0.5,0
Could not get event name for stream/token: com.apple.xpc.activity/4505: 132: Request for stale data,Could not get event name for stream/token: <*>: <*>,Mac,Rule-Based,0.5,0
Could not get event name for stream/token: com.apple.xpc.activity/4505: 132: Request for stale data,Could not get event name for stream/token: <*>: <*>,Mac,Rule-Based,0.5,0
Daemon connection invalidated!,Daemon connection invalidated!,Mac,Rule-Based,0.3,0
Daemon connection invalidated!,Daemon connection invalidated!,Mac,Rule-Based,0.3,0
Daemon connection invalidated!,Daemon connection invalidated!,Mac,Rule-Based,0.3,0
Daemon connection invalidated!,Daemon connection invalidated!,Mac,Rule-Based,0.3,0
Daemon connection invalidated!,Daemon connection invalidated!,Mac,Rule-Based,0.3,0
Daemon connection invalidated!,Daemon connection invalidated!,Mac,Rule-Based,0.3,0
Daemon connection invalidated!,Daemon connection invalidated!,Mac,Rule-Based,0.3,0
Daemon connection invalidated!,Daemon connection invalidated!,Mac,Rule-Based,0.3,0
Daemon connection invalidated!,Daemon connection invalidated!,Mac,Rule-Based,0.3,0
Daemon connection invalidated!,Daemon connection invalidated!,Mac,Rule-Based,0.3,0
"DB Error: 1 ""no such table: tb_c2cMsg_2909288299""","DB Error: <*> ""<*>""",Mac,Rule-Based,0.433333333,0
"DB Error: 1 ""no such table: tb_c2cMsg_2658655094""","DB Error: <*> ""<*>""",Mac,Rule-Based,0.433333333,0
"DB Error: 1 ""no such table: tb_c2cMsg_2909288299""","DB Error: <*> ""<*>""",Mac,Rule-Based,0.433333333,0
"DB Error: 1 ""no such table: tb_c2cMsg_2909288299""","DB Error: <*> ""<*>""",Mac,Rule-Based,0.433333333,0
"DB Error: 1 ""no such table: tb_c2cMsg_2658655094""","DB Error: <*> ""<*>""",Mac,Rule-Based,0.433333333,0
"DB Error: 1 ""no such table: tb_c2cMsg_2658655094""","DB Error: <*> ""<*>""",Mac,Rule-Based,0.433333333,0
"DB Error: 1 ""no such table: tb_c2cMsg_2909288299""","DB Error: <*> ""<*>""",Mac,Rule-Based,0.433333333,0
"DB Error: 1 ""no such table: tb_c2cMsg_2658655094""","DB Error: <*> ""<*>""",Mac,Rule-Based,0.433333333,0
"DB Error: 1 ""no such table: tb_c2cMsg_2909288299""","DB Error: <*> ""<*>""",Mac,Rule-Based,0.433333333,0
"DB Error: 1 ""no such table: tb_c2cMsg_2909288299""","DB Error: <*> ""<*>""",Mac,Rule-Based,0.433333333,0
DB Path: /Users/xpc/Library/Containers/com.tencent.qq/Data/Documents/contents/916639562/QQ.db,DB Path: <*>,Mac,Rule-Based,0.5,0
DB Path: /Users/xpc/Library/Containers/com.tencent.qq/Data/Documents/contents/916639562/QQ.db,DB Path: <*>,Mac,Rule-Based,0.5,0
DB Path: /Users/xpc/Library/Containers/com.tencent.qq/Data/Documents/contents/916639562/QQ.db,DB Path: <*>,Mac,Rule-Based,0.5,0
DB Path: /Users/xpc/Library/Containers/com.tencent.qq/Data/Documents/contents/916639562/QQ.db,DB Path: <*>,Mac,Rule-Based,0.5,0
DB Path: /Users/xpc/Library/Containers/com.tencent.qq/Data/Documents/contents/916639562/QQ.db,DB Path: <*>,Mac,Rule-Based,0.5,0
DB Path: /Users/xpc/Library/Containers/com.tencent.qq/Data/Documents/contents/916639562/QQ.db,DB Path: <*>,Mac,Rule-Based,0.5,0
DB Path: /Users/xpc/Library/Containers/com.tencent.qq/Data/Documents/contents/916639562/QQ.db,DB Path: <*>,Mac,Rule-Based,0.5,0
DB Path: /Users/xpc/Library/Containers/com.tencent.qq/Data/Documents/contents/916639562/QQ.db,DB Path: <*>,Mac,Rule-Based,0.5,0
DB Path: /Users/xpc/Library/Containers/com.tencent.qq/Data/Documents/contents/916639562/QQ.db,DB Path: <*>,Mac,Rule-Based,0.5,0
DB Path: /Users/xpc/Library/Containers/com.tencent.qq/Data/Documents/contents/916639562/QQ.db,DB Path: <*>,Mac,Rule-Based,0.5,0
"device_generate_desktop_screenshot: authw 0x7fa82407ea00(2000), shield 0x7fa82435f400(2001)","device_generate_desktop_screenshot: authw <*> (<*>), shield <*> (<*>)\n",Mac,Rule-Based,0.466666667,0
"device_generate_desktop_screenshot: authw 0x7fa823c89600(2000), shield 0x7fa8258cac00(2001)",device_generate_desktop_screenshot: authw <*> shield <*>,Mac,Rule-Based,0.466666667,0
"device_generate_desktop_screenshot: authw 0x7fa82407ea00(2000), shield 0x7fa82435f400(2001)","device_generate_desktop_screenshot: authw <*> (<*>), shield <*> (<*>)\n",Mac,Rule-Based,0.466666667,0
"device_generate_desktop_screenshot: authw 0x7fa82407ea00(2000), shield 0x7fa82435f400(2001)","device_generate_desktop_screenshot: authw <*> (<*>), shield <*> (<*>)\n",Mac,Rule-Based,0.466666667,0
"device_generate_desktop_screenshot: authw 0x7fa823c89600(2000), shield 0x7fa8258cac00(2001)",device_generate_desktop_screenshot: authw <*> shield <*>,Mac,Rule-Based,0.466666667,0
"device_generate_desktop_screenshot: authw 0x7fa823c89600(2000), shield 0x7fa8258cac00(2001)",device_generate_desktop_screenshot: authw <*> shield <*>,Mac,Rule-Based,0.466666667,0
"device_generate_desktop_screenshot: authw 0x7fa82407ea00(2000), shield 0x7fa82435f400(2001)","device_generate_desktop_screenshot: authw <*> (<*>), shield <*> (<*>)\n",Mac,Rule-Based,0.466666667,0
